title,publisher,year,year_missing,cover,cover_type,price,discount,original_price,savings_tenge,price_bucket,bonus,price_per_bonus,rating,review_count,popularity_score,stock,stock_status,genre,discount_bin,is_old,age_category
Чудо любви,Аст,2022,False,мягкая обложка,Paperback,2301,0.0,2301.0,0.0,Economy (1.5-3k),23,100.04,5.0,36,3.6109179126442243,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Буквы Севера. Последний аккорд Севера,Freedom,2025,False,твердый переплет,Hardcover,4652,0.0,4652.0,0.0,Mid (3-5k),47,98.98,5.0,2,1.0986122886681096,2026-04-27,In stock,Романы,Minimal (0-5%),False,New
Ночь в Лиссабоне,Аст,2019,False,твердый переплет,Hardcover,4229,0.0,4229.0,0.0,Mid (3-5k),42,100.69,5.0,28,3.367295829986474,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Спеши любить,Аст,2022,False,мягкая обложка,Paperback,2069,0.0,2069.0,0.0,Economy (1.5-3k),21,98.52,4.8,100,4.4305156961676095,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Баллада о проклятой любви (#2),Freedom,2025,False,твердый переплет,Hardcover,5134,20.0,6418.0,1284.0,Premium (5-8k),51,100.67,5.0,7,2.0794415416798357,2026-04-27,In stock,Романы,Medium (15-30%),False,New
Мара и Морок. 500 лет назад,Эксмо,2021,False,твердый переплет,Hardcover,4186,20.0,5232.0,1046.0,Mid (3-5k),42,99.67,4.9,50,3.8531891200698394,2026-04-27,In stock,Романы,Medium (15-30%),False,Classic/Old
"Там, где живет любовь",Эксмо,2020,False,твердый переплет,Hardcover,3653,20.0,4566.0,913.0,Mid (3-5k),37,98.73,4.8,60,3.9464389096063788,2026-04-27,In stock,Романы,Medium (15-30%),False,Classic/Old
Чувство и чувствительность,Аст,2016,False,мягкая обложка,Paperback,1816,0.0,1816.0,0.0,Economy (1.5-3k),18,100.89,4.8,68,4.064742244413369,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Романы Анны Джейн в кинообложках. Твое сердце будет разбито,Clever,2025,False,твердый переплет,Hardcover,3372,25.0,4496.0,1124.0,Mid (3-5k),34,99.18,5.0,5,1.791759469228055,2026-04-27,In stock,Романы,Medium (15-30%),False,New
Наша вина,Аст,2023,False,твердый переплет,Hardcover,5242,0.0,5242.0,0.0,Premium (5-8k),52,100.81,4.9,48,3.813983892148414,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Все в его поцелуе,Аст,2023,False,твердый переплет,Hardcover,4060,0.0,4060.0,0.0,Mid (3-5k),41,99.02,4.9,16,2.7765490771750923,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Граф Монте-Кристо.  Книга 2,Аст,2021,False,твердый переплет,Hardcover,2133,0.0,2133.0,0.0,Economy (1.5-3k),21,101.57,5.0,30,3.4339872044851463,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
На пути к свадьбе,Аст,2023,False,твердый переплет,Hardcover,4060,0.0,4060.0,0.0,Mid (3-5k),41,99.02,5.0,24,3.2188758248682006,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Грозовой перевал,Азбука - классика,,True,мягкая обложка,Paperback,1845,20.0,2306.0,461.0,Economy (1.5-3k),18,102.5,4.9,27,3.2655604199717,2026-04-27,In stock,Романы,Medium (15-30%),,Classic/Old
Доводы рассудка,Аст,2019,False,мягкая обложка,Paperback,1696,0.0,1696.0,0.0,Economy (1.5-3k),17,99.76,4.7,82,4.153710171328803,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Твоё сердце будет разбито,Clever,2022,False,твердый переплет,Hardcover,3611,20.0,4514.0,903.0,Mid (3-5k),36,100.31,4.9,114,4.650033485795985,2026-04-27,In stock,Романы,Medium (15-30%),False,Classic/Old
Кухарка из Кастамара,Дом историй,2025,False,твердая обложка,Hardcover,5584,35.0,8591.0,3007.0,Premium (5-8k),56,99.71,5.0,3,1.3862943611198906,2026-04-27,In stock,Романы,High (30%+),False,New
Всё из-за тебя,Like book,2023,False,твердый переплет,Hardcover,3653,20.0,4566.0,913.0,Mid (3-5k),37,98.73,4.9,37,3.5648344365318585,2026-04-27,In stock,Романы,Medium (15-30%),False,Classic/Old
Три мушкетера,Аст,2022,False,мягкая обложка,Paperback,2069,0.0,2069.0,0.0,Economy (1.5-3k),21,98.52,4.6,8,2.021446611149322,2026-04-27,In stock,Романы,Minimal (0-5%),False,Classic/Old
Происхождение,Аст,2023,False,мягкая обложка,Paperback,3175,0.0,3175.0,0.0,Mid (3-5k),32,99.22,5.0,14,2.70805020110221,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Трагедия в трех актах,Эксмо,2022,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.9,25,3.1929346072610527,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Пятьдесят на пятьдесят,Inspiria,2025,False,твердый переплет,Hardcover,4338,20.0,5422.0,1084.0,Mid (3-5k),43,100.88,5.0,2,1.0986122886681096,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Труп в библиотеке,Эксмо,2019,False,мягкая обложка,Paperback,2748,0.0,2748.0,0.0,Economy (1.5-3k),27,101.78,4.8,193,5.0571438327007945,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Зло под солнцем,Эксмо,2022,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.9,35,3.511848559686988,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Загадка Эндхауза,Эксмо,2021,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.9,40,3.6393006253702223,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Темная Башня,Аст,2021,False,твердый переплет,Hardcover,11563,0.0,11563.0,0.0,Luxury (8k+),116,99.68,5.0,5,1.791759469228055,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Исчезновение Стефани Мейлер,Аст,2019,False,твердый переплет,Hardcover,8594,0.0,8594.0,0.0,Luxury (8k+),86,99.93,4.4,9,2.0262748818347607,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Пять поросят,Эксмо,2020,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.9,34,3.4842411002596254,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Черный кофе,Эксмо,2021,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.8,173,4.952693087245947,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Маленький друг,Corpus,2015,False,твердый переплет,Hardcover,8594,0.0,8594.0,0.0,Luxury (8k+),86,99.93,4.9,15,2.7171369477949856,2026-04-28,Preorder,Боевики,Minimal (0-5%),False,Classic/Old
После похорон,Эксмо,2019,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.9,30,3.3653074603954436,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Гончие Лилит,Аст,2018,False,твердый переплет,Hardcover,5242,0.0,5242.0,0.0,Premium (5-8k),52,100.81,4.8,148,4.80378845370764,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Потерянные девушки Рима,Азбука,2018,False,звезды мирового детектива (обложка),Paperback,2457,20.0,3071.0,614.0,Economy (1.5-3k),25,98.28,4.7,61,3.879506321942386,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Парфюмер. История одного убийцы,Азбука,2018,False,мягкая обложка,Paperback,2392,15.0,2814.0,422.0,Economy (1.5-3k),24,99.67,4.8,88,4.309090914942854,2026-04-27,In stock,Боевики,Low (5-15%),False,Classic/Old
Малютка,Синдбад,2024,False,мягкая обложка,Paperback,5885,25.0,7847.0,1962.0,Premium (5-8k),59,99.75,5.0,2,1.0986122886681096,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Фокус с зеркалами,Эксмо,2022,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.8,21,2.9674007552239834,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Пуаро ведет следствие,Эксмо,2022,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.9,35,3.511848559686988,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Смерть лорда Эджвера,Эксмо,2020,False,мягкая обложка,Paperback,2070,20.0,2588.0,518.0,Economy (1.5-3k),21,98.57,5.0,25,3.258096538021482,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Тайна замка Чимниз,Эксмо,2018,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,5.0,16,2.833213344056216,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Trendbooks. Романы Анны Джейн. Поклонник. Подарочное издание,Clever,2025,False,твердый переплет,Hardcover,4215,25.0,5620.0,1405.0,Mid (3-5k),42,100.36,5.0,10,2.3978952727983707,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Щегол,Corpus,2015,False,твердый переплет,Hardcover,9790,0.0,9790.0,0.0,Luxury (8k+),98,99.9,4.9,109,4.6064707584765685,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Парфюмер. История одного убийцы,Азбука-бестселлер,2015,False,твердый переплет,Hardcover,5919,15.0,6964.0,1045.0,Premium (5-8k),59,100.32,4.9,24,3.1544983083708367,2026-04-27,In stock,Боевики,Low (5-15%),False,Classic/Old
Цыганская невеста,Синдбад,2023,False,твердый переплет,Hardcover,5819,25.0,7759.0,1940.0,Premium (5-8k),58,100.33,5.0,3,1.3862943611198906,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Убийства по алфавиту. Немой свидетель. Труп в библиотеке. Комплект из 5 книг,Эксмо,2025,False,агата кристи. любимая коллекция (обложка),Paperback,9406,20.0,11758.0,2352.0,Luxury (8k+),94,100.06,5.0,1,0.6931471805599453,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Бегущий в Лабиринте. Лекарство от смерти,Аст,2018,False,твердый переплет,Hardcover,4060,0.0,4060.0,0.0,Mid (3-5k),41,99.02,4.9,19,2.935817628082911,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Портрет Дориана Грея,Азбука,2022,False,твердый переплет,Hardcover,2100,15.0,2471.0,371.0,Economy (1.5-3k),21,100.0,4.9,170,5.038830285372607,2026-04-27,In stock,Боевики,Low (5-15%),False,Classic/Old
Тайна мёртвого ректора. Книга 2,Эксмо,2025,False,твердый переплет,Hardcover,4186,20.0,5232.0,1046.0,Mid (3-5k),42,99.67,5.0,12,2.5649493574615367,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Пурпурная сеть,Синдбад,2024,False,мягкая обложка,Paperback,5828,25.0,7771.0,1943.0,Premium (5-8k),58,100.48,5.0,1,0.6931471805599453,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Багдадская встреча,Эксмо,2022,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,5.0,12,2.5649493574615367,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Подсказчик,Азбука,2019,False,звезды мирового детектива (обложка),Paperback,2353,15.0,2768.0,415.0,Economy (1.5-3k),24,98.04,4.7,49,3.6773016251024573,2026-04-27,In stock,Боевики,Low (5-15%),False,Classic/Old
Глазами жертвы,Inspiria,2024,False,твердый переплет,Hardcover,3388,20.0,4235.0,847.0,Mid (3-5k),34,99.65,5.0,3,1.3862943611198906,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Двойник с Лунной дамбы. Клатчбук,Эксмо,2025,False,твердый переплет,Hardcover,2857,20.0,3571.0,714.0,Economy (1.5-3k),29,98.52,5.0,4,1.6094379124341003,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Исчезнувшая,Азбука,2022,False,звезды мирового детектива (обложка),Paperback,2356,15.0,2772.0,416.0,Economy (1.5-3k),24,98.17,4.7,20,2.861851091460018,2026-04-27,In stock,Боевики,Low (5-15%),False,Classic/Old
Токийский Зодиак,Эксмо,2026,False,pocket book (обложка),Paperback,1862,20.0,2328.0,466.0,Economy (1.5-3k),19,98.0,4.9,40,3.6393006253702223,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Замок в облаках,Робинс,2019,False,твердый переплет,Hardcover,3521,20.0,4401.0,880.0,Mid (3-5k),35,100.6,4.9,23,3.114492753740987,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Шагреневая кожа,Аст,2015,False,мягкая обложка,Paperback,1887,0.0,1887.0,0.0,Economy (1.5-3k),19,99.32,4.7,26,3.0980866540440695,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Тринадцать загадочных случаев,Эксмо,2021,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.8,104,4.467801936151222,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Безмолвный пациент,Эксмо,2019,False,главный триллер года (обложка с клапанами),Paperback,3539,20.0,4424.0,885.0,Mid (3-5k),35,101.11,5.0,22,3.1354942159291497,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Власть пса,Азбука,2024,False,твердый переплет,Hardcover,7810,15.0,9188.0,1378.0,Premium (5-8k),78,100.13,5.0,1,0.6931471805599453,2026-04-27,In stock,Боевики,Low (5-15%),False,New
Головоломка,Азбука,2023,False,звезды мирового детектива (обложка),Paperback,2336,15.0,2748.0,412.0,Economy (1.5-3k),23,101.57,4.8,64,4.007411779099812,2026-04-27,In stock,Боевики,Low (5-15%),False,Classic/Old
Код да Винчи,Аст,2014,False,мягкая обложка,Paperback,3175,0.0,3175.0,0.0,Mid (3-5k),32,99.22,4.9,58,3.9959866950276055,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Воспитание бабочек,Азбука,2025,False,твердый переплет,Hardcover,6796,15.0,7995.0,1199.0,Premium (5-8k),68,99.94,,0,,2026-04-27,In stock,Боевики,Low (5-15%),False,New
Тайна пациента,Эксмо,2023,False,высшая лига детектива. романы лорет энн уайт (обложка),Paperback,1919,20.0,2399.0,480.0,Economy (1.5-3k),19,101.0,4.7,17,2.7169494524223947,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Загадка номера 622,Аст,2021,False,твердый переплет,Hardcover,7961,0.0,7961.0,0.0,Premium (5-8k),80,99.51,4.7,15,2.6062333989053945,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
11/22/63,Аст,2020,False,мягкая обложка,Paperback,3637,0.0,3637.0,0.0,Mid (3-5k),36,101.03,4.7,34,3.3420271778000488,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Десять негритят,Эксмо,2021,False,твердый переплет,Hardcover,4164,15.0,4899.0,735.0,Mid (3-5k),42,99.14,4.8,45,3.675495740629531,2026-04-27,In stock,Боевики,Low (5-15%),False,Classic/Old
Зеленая миля,Аст,2021,False,мягкая обложка,Paperback,2738,0.0,2738.0,0.0,Economy (1.5-3k),27,101.41,4.8,34,3.413134139029837,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Сияние,Аст,2019,False,мягкая обложка,Paperback,3175,0.0,3175.0,0.0,Mid (3-5k),32,99.22,4.8,32,3.3566472590078207,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Худеющий,Аст,2015,False,мягкая обложка,Paperback,2239,0.0,2239.0,0.0,Economy (1.5-3k),22,101.77,4.8,54,3.847039857823172,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Безмолвный пациент,Эксмо,2021,False,мягкая обложка,Paperback,3388,20.0,4235.0,847.0,Mid (3-5k),34,99.65,4.7,30,3.227947972216038,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Ангелы и демоны,Аст,2014,False,мягкая обложка,Paperback,3175,0.0,3175.0,0.0,Mid (3-5k),32,99.22,4.8,61,3.962049009643288,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Три с половиной оборота,Эксмо,2024,False,твердый переплет,Hardcover,4452,20.0,5565.0,1113.0,Mid (3-5k),45,98.93,,0,,2026-04-27,In stock,Боевики,Medium (15-30%),False,New
Сияние,Аст,2020,False,мягкая обложка,Paperback,3175,0.0,3175.0,0.0,Mid (3-5k),32,99.22,4.5,16,2.549892009650595,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Рождество Эркюля Пуаро,Эксмо,2019,False,твердый переплет,Hardcover,4338,20.0,5422.0,1084.0,Mid (3-5k),43,100.88,4.9,17,2.8325643227382415,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Приключения Шерлока Холмса,Аст,2018,False,мягкая обложка,Paperback,2133,0.0,2133.0,0.0,Economy (1.5-3k),21,101.57,4.8,47,3.7163529704715748,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Бойцовский клуб,Аст,2022,False,мягкая обложка,Paperback,2239,0.0,2239.0,0.0,Economy (1.5-3k),22,101.77,5.0,23,3.1780538303479458,2026-04-27,In stock,Боевики,Minimal (0-5%),False,Classic/Old
Загадка Эдгара По,Азбука,2025,False,твердый переплет,Hardcover,7432,15.0,8744.0,1312.0,Premium (5-8k),74,100.43,,0,,2026-04-27,In stock,Боевики,Low (5-15%),False,New
Объявлено убийство,Эксмо,2022,False,мягкая обложка,Paperback,2198,20.0,2748.0,550.0,Economy (1.5-3k),22,99.91,4.9,28,3.299949913386745,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Хирург,Азбука,2023,False,мягкая обложка,Paperback,2017,25.0,2689.0,672.0,Economy (1.5-3k),20,100.85,5.0,34,3.5553480614894135,2026-04-27,In stock,Боевики,Medium (15-30%),False,Classic/Old
Поднятие уровня в одиночку. Solo Leveling,Аст,2024,False,твердый переплет,Hardcover,4948,0.0,4948.0,0.0,Mid (3-5k),49,100.98,4.9,11,2.4352085167922404,2026-04-27,In stock,Манга и комиксы,Minimal (0-5%),False,New
Токийский гуль. Книга 7,Азбука,2021,False,суперобложка,Supercover,10063,15.0,11839.0,1776.0,Luxury (8k+),101,99.63,5.0,5,1.791759469228055,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,Classic/Old
Поднятие уровня в одиночку. Solo Leveling. Том 9,Аст,2025,False,твердый переплет,Hardcover,10375,0.0,10375.0,0.0,Luxury (8k+),104,99.76,5.0,1,0.6931471805599453,2026-04-28,Preorder,Манга и комиксы,Minimal (0-5%),False,New
Единственный конец злодейки — смерть. Том 8,Миф (манн,2026,False,твердый переплет,Hardcover,6014,40.0,10023.0,4009.0,Premium (5-8k),60,100.23,,0,,2026-05-06,Preorder,Манга и комиксы,High (30%+),False,New
Моя причина умереть. Том 1,Кислород,2025,False,мягкая обложка,Paperback,6606,15.0,7772.0,1166.0,Premium (5-8k),66,100.09,5.0,1,0.6931471805599453,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,New
Моя геройская академия. Книга 21: Наслоение & Я здесь!,Азбука,2025,False,твердый переплет,Hardcover,8554,15.0,10064.0,1510.0,Luxury (8k+),86,99.47,5.0,2,1.0986122886681096,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,New
Магическая битва. Книга 10. Колония Токио № 1,Азбука,2024,False,твердый переплет,Hardcover,6252,20.0,7815.0,1563.0,Premium (5-8k),63,99.24,5.0,7,2.0794415416798357,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,New
Поднятие уровня в одиночку. Solo Leveling. Книга 4,Аст,2024,False,твердый переплет,Hardcover,4206,15.0,4948.0,742.0,Mid (3-5k),42,100.14,5.0,8,2.1972245773362196,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,New
Link Click. Агент времени. Том 4,Комильфо. маньхуа. link click,2024,False,мягкая обложка,Paperback,4175,35.0,6423.0,2248.0,Mid (3-5k),42,99.4,5.0,1,0.6931471805599453,2026-04-27,In stock,Манга и комиксы,High (30%+),False,New
"Блэксэд. Книга 5. Итак, все падает",Азбука,2024,False,твердый переплет,Hardcover,7769,15.0,9140.0,1371.0,Premium (5-8k),78,99.6,5.0,1,0.6931471805599453,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,New
"Оглянись. Прощай, Эри. Комплект из 2 книг",Азбука,2025,False,суперобложка,Supercover,9220,15.0,10847.0,1627.0,Luxury (8k+),92,100.22,,0,,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,New
Человек-бензопила. Книга 11. Простое счастье,Азбука,2024,False,твердый переплет,Hardcover,5891,20.0,7364.0,1473.0,Premium (5-8k),59,99.85,5.0,4,1.6094379124341003,2026-04-28,Preorder,Манга и комиксы,Medium (15-30%),False,New
Магическая битва. Книга 14: Baka Survivor!,Азбука,2025,False,твердый переплет,Hardcover,8554,15.0,10064.0,1510.0,Luxury (8k+),86,99.47,5.0,2,1.0986122886681096,2026-04-28,Preorder,Манга и комиксы,Low (5-15%),False,New
Звериный комплекс. Том 1,Аст,2023,False,твердый переплет,Hardcover,3877,30.0,5539.0,1662.0,Mid (3-5k),39,99.41,5.0,3,1.3862943611198906,2026-04-27,In stock,Манга и комиксы,Medium (15-30%),False,Classic/Old
Поднятие уровня в одиночку. Solo Leveling. Книга 6,Аст,2024,False,твердый переплет,Hardcover,4206,15.0,4948.0,742.0,Mid (3-5k),42,100.14,5.0,4,1.6094379124341003,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,New
Атака на титанов. Книга 13,Азбука,2021,False,твердый переплет,Hardcover,7990,20.0,9988.0,1998.0,Premium (5-8k),80,99.88,5.0,3,1.3862943611198906,2026-04-27,In stock,Манга и комиксы,Medium (15-30%),False,Classic/Old
One Piece. Книга 11,Азбука,2022,False,твердый переплет,Hardcover,11339,15.0,13340.0,2001.0,Luxury (8k+),113,100.35,,0,,2026-04-28,Preorder,Манга и комиксы,Low (5-15%),False,Classic/Old
"Прощай, Эри",Азбука,2024,False,твердый переплет,Hardcover,4959,20.0,6199.0,1240.0,Mid (3-5k),50,99.18,5.0,1,0.6931471805599453,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,New
Магическая битва. Книга 4,Азбука,2023,False,твердый переплет,Hardcover,6637,15.0,7808.0,1171.0,Premium (5-8k),66,100.56,5.0,9,2.302585092994046,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,Classic/Old
Человек-бензопила. Книга 3,Азбука,2022,False,твердый переплет,Hardcover,7180,20.0,8975.0,1795.0,Premium (5-8k),72,99.72,5.0,1,0.6931471805599453,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Магическая битва. Книга 5,Азбука,2023,False,твердый переплет,Hardcover,6246,20.0,7808.0,1562.0,Premium (5-8k),62,100.74,5.0,8,2.1972245773362196,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Хранители,Азбука,2021,False,твердый переплет,Hardcover,23765,15.0,27959.0,4194.0,Luxury (8k+),238,99.85,5.0,12,2.5649493574615367,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,Classic/Old
