title,publisher,year,year_missing,cover,cover_type,price,discount,original_price,savings_tenge,price_bucket,bonus,price_per_bonus,rating,review_count,popularity_score,stock,stock_status,genre,discount_bin,is_old,age_category
One Piece. Большой куш. Книга 3,Азбука,2021,False,суперобложка,Supercover,7810,20.0,9762.0,1952.0,Premium (5-8k),78,100.13,5.0,9,2.302585092994046,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Человек-бензопила. Книга 7,Азбука,2023,False,твердый переплет,Hardcover,4675,20.0,5844.0,1169.0,Mid (3-5k),47,99.47,4.9,11,2.4352085167922404,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Человек-бензопила. Комплект из 9 книг,Азбука,2023,False,твердый переплет,Hardcover,48693,15.0,57286.0,8593.0,Luxury (8k+),487,99.99,,0,,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,Classic/Old
Beastars. Выдающиеся звери. Том 9,Аст,2023,False,твердый переплет,Hardcover,7775,0.0,7775.0,0.0,Premium (5-8k),78,99.68,5.0,2,1.0986122886681096,2026-04-27,In stock,Манга и комиксы,Minimal (0-5%),False,Classic/Old
Однажды я стала принцессой. Том 3,Аст,2024,False,твердый переплет,Hardcover,11066,0.0,11066.0,0.0,Luxury (8k+),111,99.69,4.8,6,1.8680737430931007,2026-05-09,Preorder,Манга и комиксы,Minimal (0-5%),False,New
One Piece. Большой куш. Книга 1,Азбука,2022,False,суперобложка,Supercover,8292,20.0,10365.0,2073.0,Luxury (8k+),83,99.9,5.0,28,3.367295829986474,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Naruto. Наруто. Кн. 17. Собрание пяти кагэ,Азбука,2025,False,твердый переплет,Hardcover,8288,20.0,10360.0,2072.0,Luxury (8k+),83,99.86,,0,,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,New
One Piece. Большой куш. Книга 23. Пиратский союз,Азбука,2025,False,твердый переплет,Hardcover,11339,15.0,13340.0,2001.0,Luxury (8k+),113,100.35,,0,,2026-04-28,Preorder,Манга и комиксы,Low (5-15%),False,New
Человек-бензопила. Том 12-13. Комплект их 2 книг,Азбука,2025,False,твердый переплет,Hardcover,8932,15.0,10508.0,1576.0,Luxury (8k+),89,100.36,,0,,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,New
Магическая битва. Книга 9. Перелетный гусь,Азбука,2023,False,твердый переплет,Hardcover,6250,20.0,7812.0,1562.0,Premium (5-8k),63,99.21,5.0,7,2.0794415416798357,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Магистр дьявольского культа. Том 5,Истари комикс,2024,False,твердый переплет,Hardcover,10620,20.0,13275.0,2655.0,Luxury (8k+),106,100.19,5.0,2,1.0986122886681096,2026-04-27,In stock,Манга и комиксы,Medium (15-30%),False,New
Стальной Алхимик. Книга 12,Азбука,2021,False,суперобложка,Supercover,7728,15.0,9092.0,1364.0,Premium (5-8k),77,100.36,5.0,2,1.0986122886681096,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,Classic/Old
Магическая битва 0,Азбука,2022,False,суперобложка,Supercover,4666,20.0,5832.0,1166.0,Mid (3-5k),47,99.28,5.0,40,3.713572066704308,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Человек-бензопила. Книга 8,Азбука,2023,False,твердый переплет,Hardcover,4526,15.0,5325.0,799.0,Mid (3-5k),45,100.58,5.0,6,1.9459101490553132,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,Classic/Old
Человек-бензопила. Книга 2. Убить Дэндзи,Азбука,2022,False,суперобложка,Supercover,7176,20.0,8970.0,1794.0,Premium (5-8k),72,99.67,5.0,5,1.791759469228055,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Naruto. Наруто. Книга 1. Наруто Удзумаки,Азбука,2021,False,суперобложка,Supercover,8106,20.0,10132.0,2026.0,Luxury (8k+),81,100.07,4.9,22,3.072784331610567,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Звёздное дитя. Книга 1,Азбука,2025,False,суперобложка,Supercover,6550,20.0,8188.0,1638.0,Premium (5-8k),66,99.24,5.0,3,1.3862943611198906,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,New
Человек-бензопила. Книга 15. Два ребёнка,Азбука,2025,False,твердый переплет,Hardcover,4622,20.0,5778.0,1156.0,Mid (3-5k),46,100.48,,0,,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,New
Naruto. Наруто. Книга 6. Бой в Листве. Финал,Азбука,2022,False,твердый переплет,Hardcover,8286,20.0,10358.0,2072.0,Luxury (8k+),83,99.83,5.0,4,1.6094379124341003,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
"Прощайте, горе-учитель. Книга 2",Комильфо. манга,2022,False,твердый переплет,Hardcover,2738,0.0,2738.0,0.0,Economy (1.5-3k),27,101.41,5.0,2,1.0986122886681096,2026-04-27,In stock,Манга и комиксы,Minimal (0-5%),False,Classic/Old
Однажды я стала принцессой. Том 4. Вебтун,Аст,2025,False,твердый переплет,Hardcover,11066,0.0,11066.0,0.0,Luxury (8k+),111,99.69,5.0,1,0.6931471805599453,2026-04-27,In stock,Манга и комиксы,Minimal (0-5%),False,New
Единственный конец злодейки —  смерть. Том 2,Миф (манн,2023,False,твердый переплет,Hardcover,5752,40.0,9587.0,3835.0,Premium (5-8k),58,99.17,4.8,20,2.922741540214486,2026-04-27,In stock,Манга и комиксы,High (30%+),False,Classic/Old
Naruto. Наруто. Книги 18-20. Комплект из 3 книг,Азбука,2026,False,суперобложка,Supercover,22154,15.0,26064.0,3910.0,Luxury (8k+),222,99.79,,0,,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,New
Пять невест. Комплект из 3 книг,Комильфо. манга. пять невест,2025,False,твердый переплет,Hardcover,14368,15.0,16904.0,2536.0,Luxury (8k+),144,99.78,4.0,1,0.5545177444479562,2026-04-27,In stock,Манга и комиксы,Low (5-15%),False,New
Секьюрити Брич,Эксмо,2023,False,твердый переплет,Hardcover,3711,25.0,4948.0,1237.0,Mid (3-5k),37,100.3,,0,,2026-04-27,In stock,Манга и комиксы,Medium (15-30%),False,Classic/Old
Темные ночи. Металл смерти. Книга 1,Азбука,2022,False,твердый переплет,Hardcover,7616,55.0,16924.0,9308.0,Premium (5-8k),76,100.21,5.0,1,0.6931471805599453,2026-04-27,In stock,Манга и комиксы,High (30%+),False,Classic/Old
One Piece. Большой куш 1-4. Комплект из 4 книг,Азбука,2024,False,суперобложка,Supercover,27398,15.0,32233.0,4835.0,Luxury (8k+),274,99.99,,0,,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,New
Death Note. Истории,Азбука,2021,False,твердый переплет,Hardcover,6672,20.0,8340.0,1668.0,Premium (5-8k),67,99.58,5.0,5,1.791759469228055,2026-04-27,In stock,Манга и комиксы,Medium (15-30%),False,Classic/Old
Человек-бензопила. Истории о напарниках,Азбука,2023,False,твердый переплет,Hardcover,5439,15.0,6399.0,960.0,Premium (5-8k),54,100.72,5.0,3,1.3862943611198906,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,Classic/Old
Растения против зомби. Садовая война,Аст,2020,False,твердый переплет,Hardcover,4948,0.0,4948.0,0.0,Mid (3-5k),49,100.98,5.0,4,1.6094379124341003,2026-05-09,Preorder,Манга и комиксы,Minimal (0-5%),False,Classic/Old
"Папа, я против этого брака. Том 7",Кислород,2026,False,твердый переплет,Hardcover,6159,30.0,8799.0,2640.0,Premium (5-8k),62,99.34,5.0,1,0.6931471805599453,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,New
Наруто. Книга 2. Мост героя,Азбука,2021,False,суперобложка,Supercover,8100,20.0,10125.0,2025.0,Luxury (8k+),81,100.0,4.9,15,2.7171369477949856,2026-05-06,Preorder,Манга и комиксы,Medium (15-30%),False,Classic/Old
Поднятие уровня в одиночку. Том 10,Аст,2025,False,твердый переплет,Hardcover,10375,0.0,10375.0,0.0,Luxury (8k+),104,99.76,5.0,2,1.0986122886681096,2026-04-28,Preorder,Манга и комиксы,Minimal (0-5%),False,New
Мара и Морок. Графический роман. Том 1,Комильфо,2025,False,твердый переплет,Hardcover,4944,35.0,7606.0,2662.0,Mid (3-5k),49,100.9,5.0,2,1.0986122886681096,2026-04-27,In stock,Манга и комиксы,High (30%+),False,New
Несмешно,Комильфо. комфедерация. зарубежные комиксы,2022,False,твердый переплет,Hardcover,1407,30.0,2010.0,603.0,Budget (<1.5k),14,100.5,5.0,1,0.6931471805599453,2026-04-27,In stock,Манга и комиксы,Medium (15-30%),False,Classic/Old
Человек-бензопила. Книги 7-9. Комплект из 3 книг,Азбука,2024,False,твердый переплет,Hardcover,13210,15.0,15541.0,2331.0,Luxury (8k+),132,100.08,,0,,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,New
Поднятие уровня в одиночку. Том 1,Аст,2023,False,твердый переплет,Hardcover,10967,0.0,10967.0,0.0,Luxury (8k+),110,99.7,4.9,20,2.9836319889689547,2026-04-28,Preorder,Манга и комиксы,Minimal (0-5%),False,Classic/Old
Человек-бензопила. Книги 9-11. Комплект из 3 книг,Азбука,2024,False,твердый переплет,Hardcover,13112,15.0,15426.0,2314.0,Luxury (8k+),131,100.09,,0,,2026-05-06,Preorder,Манга и комиксы,Low (5-15%),False,New
"Брюс Ли. Будь водой, друг мой",Аст,2024,False,твердый переплет,Hardcover,5116,0.0,5116.0,0.0,Premium (5-8k),51,100.31,5.0,2,1.0986122886681096,2026-04-27,In stock,Биография,Minimal (0-5%),False,New
"Жизнь, которую стоит прожить. Альбер Камю и поиски смысла",Индивидуум паблишинг,2024,False,мягкая обложка,Paperback,5538,0.0,5538.0,0.0,Premium (5-8k),55,100.69,5.0,3,1.3862943611198906,2026-04-27,In stock,Биография,Minimal (0-5%),False,New
Моя жизнь,Азбука-классика. non-fiction,2023,False,мягкая обложка,Paperback,2100,15.0,2471.0,371.0,Economy (1.5-3k),21,100.0,4.8,19,2.875902982611831,2026-04-27,In stock,Биография,Low (5-15%),False,Classic/Old
"Склероз, рассеянный по жизни",Иностранка / колибри,2021,False,твердый переплет,Hardcover,10859,20.0,13574.0,2715.0,Luxury (8k+),109,99.62,5.0,5,1.791759469228055,2026-05-06,Preorder,Биография,Medium (15-30%),False,Classic/Old
Моя жизнь. От зависимости к свободе. Автобиография,Эксмо,2024,False,твердый переплет,Hardcover,2070,20.0,2588.0,518.0,Economy (1.5-3k),21,98.57,5.0,4,1.6094379124341003,2026-04-28,Preorder,Биография,Medium (15-30%),False,New
Мой театр. Книга вторая,Аст,2023,False,твердый переплет,Hardcover,13342,0.0,13342.0,0.0,Luxury (8k+),133,100.32,5.0,21,3.091042453358316,2026-04-28,Preorder,Биография,Minimal (0-5%),False,Classic/Old
Одри Хепберн,Яуза,2023,False,уникальная автобиография женщины-эпохи (обложка),Paperback,5242,0.0,5242.0,0.0,Premium (5-8k),52,100.81,5.0,2,1.0986122886681096,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
О технике актера,Аст,2018,False,мягкая обложка,Paperback,2218,0.0,2218.0,0.0,Economy (1.5-3k),22,100.82,5.0,10,2.3978952727983707,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
Лионель Месси,Аст,2023,False,твердый переплет,Hardcover,4948,0.0,4948.0,0.0,Mid (3-5k),49,100.98,5.0,10,2.3978952727983707,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
Стой и свети. Стихи о тебе,Эксмо,2021,False,твердый переплет,Hardcover,3870,20.0,4838.0,968.0,Mid (3-5k),39,99.23,5.0,2,1.0986122886681096,2026-04-27,In stock,Биография,Medium (15-30%),False,Classic/Old
All You Need Is Love. The Beatles. Устами очевидцев,Аст,2026,False,твердый переплет,Hardcover,7606,0.0,7606.0,0.0,Premium (5-8k),76,100.08,5.0,1,0.6931471805599453,2026-04-27,In stock,Биография,Minimal (0-5%),False,New
Слово пацана. Криминальный Татарстан,Индивидуум паблишинг,2020,False,мягкая обложка,Paperback,4060,0.0,4060.0,0.0,Mid (3-5k),41,99.02,4.7,68,3.9800601143214243,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
Чингисхан. Тиран. Владыка. Хан,Колибри nonfiction,2022,False,мягкая обложка,Paperback,4538,20.0,5672.0,1134.0,Mid (3-5k),45,100.84,,0,,2026-05-06,Preorder,Биография,Medium (15-30%),False,Classic/Old
Криштиану Роналду. Иллюстрированное издание,Бомбора,2024,False,твердый переплет,Hardcover,6033,30.0,8619.0,2586.0,Premium (5-8k),60,100.55,5.0,2,1.0986122886681096,2026-04-27,In stock,Биография,Medium (15-30%),False,New
Репортаж с петлей на шее,Альпина паблишер,2023,False,твердый переплет,Hardcover,2585,40.0,4308.0,1723.0,Economy (1.5-3k),26,99.42,5.0,1,0.6931471805599453,2026-04-27,In stock,Биография,High (30%+),False,Classic/Old
Наполеон,Альпина нон-фикшн,2023,False,твердый переплет,Hardcover,8651,40.0,14418.0,5767.0,Luxury (8k+),87,99.44,4.9,20,2.9836319889689547,2026-05-06,Preorder,Биография,High (30%+),False,Classic/Old
Ленин,Альпина нон-фикшн,2025,False,твердый переплет,Hardcover,7192,35.0,11065.0,3873.0,Premium (5-8k),72,99.89,5.0,1,0.6931471805599453,2026-04-27,In stock,Биография,High (30%+),False,New
"BTS. Биография группы, покорившей мир",Бомбора,2018,False,твердый переплет,Hardcover,4458,20.0,5572.0,1114.0,Mid (3-5k),45,99.07,4.9,78,4.2820588954176815,2026-04-27,In stock,Биография,Medium (15-30%),False,Classic/Old
Путь к богатству,Эксмо,2023,False,твердый переплет,Hardcover,9943,20.0,12429.0,2486.0,Luxury (8k+),99,100.43,5.0,1,0.6931471805599453,2026-04-28,Preorder,Биография,Medium (15-30%),False,Classic/Old
Когда все только начинается,Эксмо,2022,False,твердый переплет,Hardcover,4701,20.0,5876.0,1175.0,Mid (3-5k),47,100.02,5.0,5,1.791759469228055,2026-04-27,In stock,Биография,Medium (15-30%),False,Classic/Old
Мисс Остин,Бель летр,2025,False,мягкая обложка,Paperback,3187,40.0,5312.0,2125.0,Mid (3-5k),32,99.59,5.0,1,0.6931471805599453,2026-05-06,Preorder,Биография,High (30%+),False,New
Автобиография йога,Аст,2023,False,твердый переплет,Hardcover,6423,0.0,6423.0,0.0,Premium (5-8k),64,100.36,5.0,19,2.995732273553991,2026-05-09,Preorder,Биография,Minimal (0-5%),False,Classic/Old
Ицхак Адизес. Автобиография ведущего мирового эксперта по менеджменту,Бомбора,2025,False,твердый переплет,Hardcover,9943,20.0,12429.0,2486.0,Luxury (8k+),99,100.43,,0,,2026-04-28,Preorder,Биография,Medium (15-30%),False,New
Григорий Распутин,Вече,2022,False,твердый переплет,Hardcover,6673,25.0,8897.0,2224.0,Premium (5-8k),67,99.6,,0,,2026-04-27,In stock,Биография,Medium (15-30%),False,Classic/Old
Дневник Гуантанамо,Рипол классик,2022,False,мягкая обложка,Paperback,4207,35.0,6472.0,2265.0,Mid (3-5k),42,100.17,5.0,5,1.791759469228055,2026-04-27,In stock,Биография,High (30%+),False,Classic/Old
Моя жизнь. Мои достижения,Аст,2020,False,мягкая обложка,Paperback,1816,0.0,1816.0,0.0,Economy (1.5-3k),18,100.89,4.8,24,3.0901207918734723,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
Записки примата. Необычайная жизнь учёного,Альпина нон-фикшн,2023,False,мягкая обложка,Paperback,4247,40.0,7078.0,2831.0,Mid (3-5k),42,101.12,5.0,2,1.0986122886681096,2026-05-06,Preorder,Биография,High (30%+),False,Classic/Old
Письма к друзьям,Аст,2013,False,мягкая обложка,Paperback,1442,15.0,1696.0,254.0,Budget (<1.5k),14,103.0,4.9,12,2.5136503703123063,2026-04-27,In stock,Биография,Low (5-15%),False,Classic/Old
Анатолий Букреев,Бомбора,2023,False,твердый переплет,Hardcover,6114,20.0,7642.0,1528.0,Premium (5-8k),61,100.23,5.0,4,1.6094379124341003,2026-04-27,In stock,Биография,Medium (15-30%),False,Classic/Old
"Правила для мужчин. Как стать успешным в личной жизни, бизнесе и власти",Альпина про,2024,False,твердый переплет,Hardcover,4901,40.0,8168.0,3267.0,Mid (3-5k),49,100.02,,0,,2026-05-06,Preorder,Биография,High (30%+),False,New
Сокровища кочевника: Париж и далее везде,Аст,2023,False,твердый переплет,Hardcover,2608,75.0,10432.0,7824.0,Economy (1.5-3k),26,100.31,5.0,1,0.6931471805599453,2026-04-27,In stock,Биография,High (30%+),False,Classic/Old
Мой театр,Unknown,,True,твердый переплет,Hardcover,13342,0.0,13342.0,0.0,Luxury (8k+),133,100.32,5.0,36,3.6109179126442243,2026-04-28,Preorder,Биография,Minimal (0-5%),,Classic/Old
Мемуары,Аст,2023,False,мягкая обложка,Paperback,1760,0.0,1760.0,0.0,Economy (1.5-3k),18,97.78,5.0,3,1.3862943611198906,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
Джеки Чан. Я счастливый,Бомбора,2023,False,твердый переплет,Hardcover,11558,20.0,14448.0,2890.0,Luxury (8k+),116,99.64,5.0,4,1.6094379124341003,2026-04-28,Preorder,Биография,Medium (15-30%),False,Classic/Old
140 бесед с Молотовым. Второй после Сталина,Родина,2019,False,твердый переплет,Hardcover,7840,20.0,9800.0,1960.0,Premium (5-8k),78,100.51,5.0,2,1.0986122886681096,2026-04-27,In stock,Биография,Medium (15-30%),False,Classic/Old
Изверг. Когда правда страшнее смерти,Бомбора,2024,False,твердый переплет,Hardcover,3122,20.0,3902.0,780.0,Mid (3-5k),31,100.71,4.3,3,1.192213150563106,2026-04-28,Preorder,Биография,Medium (15-30%),False,New
Джеки,Бель летр,2025,False,мягкая обложка,Paperback,4983,20.0,6229.0,1246.0,Mid (3-5k),50,99.66,5.0,1,0.6931471805599453,2026-05-06,Preorder,Биография,Medium (15-30%),False,New
Бейсен және болмыс,Самға баспасы,2022,False,мягкая обложка,Paperback,4408,0.0,4408.0,0.0,Mid (3-5k),44,100.18,,0,,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
Клуб гениальных психопатов. Странности и причуды великих и знаменитых,Бомбора,2026,False,твердый переплет,Hardcover,4717,20.0,5896.0,1179.0,Mid (3-5k),47,100.36,,0,,2026-04-27,In stock,Биография,Medium (15-30%),False,New
Эйнштейн. Его жизнь и его Вселенная,Corpus,2015,False,суперобложка,Supercover,12155,0.0,12155.0,0.0,Luxury (8k+),122,99.63,5.0,6,1.9459101490553132,2026-04-28,Preorder,Биография,Minimal (0-5%),False,Classic/Old
"Женщины, изменившие мир",Эксмо,2010,False,твердый переплет,Hardcover,11255,45.0,20464.0,9209.0,Luxury (8k+),113,99.6,,0,,2026-04-27,In stock,Биография,High (30%+),False,Classic/Old
Анна. Биография самой влиятельной женщины Vogue,Одри,2025,False,твердый переплет,Hardcover,9188,0.0,9188.0,0.0,Luxury (8k+),92,99.87,5.0,2,1.0986122886681096,2026-04-28,Preorder,Биография,Minimal (0-5%),False,New
Заклятие сатаны,Аст,2018,False,твердый переплет,Hardcover,8492,0.0,8492.0,0.0,Luxury (8k+),85,99.91,5.0,1,0.6931471805599453,2026-04-27,In stock,Биография,Minimal (0-5%),False,Classic/Old
"Вы, конечно, шутите, мистер Фейнман!",Аст,2024,False,твердый переплет,Hardcover,6128,0.0,6128.0,0.0,Premium (5-8k),61,100.46,5.0,2,1.0986122886681096,2026-04-28,Preorder,Биография,Minimal (0-5%),False,New
Мухаммед Али. Биография,Аст,2024,False,твердый переплет,Hardcover,7961,0.0,7961.0,0.0,Premium (5-8k),80,99.51,5.0,4,1.6094379124341003,2026-04-28,Preorder,Биография,Minimal (0-5%),False,New
"То, чего нет в моих книгах",Альпина нон-фикшн,2022,False,твердый переплет,Hardcover,2890,40.0,4817.0,1927.0,Economy (1.5-3k),29,99.66,5.0,1,0.6931471805599453,2026-05-06,Preorder,Биография,High (30%+),False,Classic/Old
Президент Токаев. Искусство менять мир,Молодая гвардия,2025,False,твердый переплет,Hardcover,2570,20.0,3212.0,642.0,Economy (1.5-3k),26,98.85,5.0,2,1.0986122886681096,2026-05-06,Preorder,Биография,Medium (15-30%),False,New
"Коко Шанель. Жизнь, рассказанная ею самой",Яуза-пресс,2023,False,твердый переплет,Hardcover,4821,0.0,4821.0,0.0,Mid (3-5k),48,100.44,4.9,9,2.256533391134165,2026-04-28,Preorder,Биография,Minimal (0-5%),False,Classic/Old
Тед Банди. Полная история самого обаятельного серийного убийцы,Эксмо,2025,False,мягкая обложка,Paperback,1955,20.0,2444.0,489.0,Economy (1.5-3k),20,97.75,,0,,2026-04-27,In stock,Биография,Medium (15-30%),False,New
Безбилетный пассажир,Рипол классик,2023,False,твердый переплет,Hardcover,5876,35.0,9040.0,3164.0,Premium (5-8k),59,99.59,5.0,7,2.0794415416798357,2026-05-06,Preorder,Биография,High (30%+),False,Classic/Old
Майк Тайсон. Беспощадная истина,Эксмо,2021,False,твердый переплет,Hardcover,4983,20.0,6229.0,1246.0,Mid (3-5k),50,99.66,5.0,7,2.0794415416798357,2026-04-28,Preorder,Биография,Medium (15-30%),False,Classic/Old
"Фетишист. История Джерри Брудоса, «обувного маньяка»",Inspiria,2024,False,твердый переплет,Hardcover,5116,0.0,5116.0,0.0,Premium (5-8k),51,100.31,5.0,3,1.3862943611198906,2026-04-27,In stock,Биография,Minimal (0-5%),False,New
Данелия. Комплект из 3 книг,Рипол классик,2023,False,твердый переплет,Hardcover,15858,25.0,21144.0,5286.0,Luxury (8k+),159,99.74,5.0,4,1.6094379124341003,2026-05-06,Preorder,Биография,Medium (15-30%),False,Classic/Old
Халатная жизнь,Колибри,2025,False,твердый переплет,Hardcover,8284,20.0,10355.0,2071.0,Luxury (8k+),83,99.81,,0,,2026-05-06,Preorder,Биография,Medium (15-30%),False,New
Сын ХАМАСа,Строки,2024,False,мягкая обложка,Paperback,3977,20.0,4971.0,994.0,Mid (3-5k),40,99.42,5.0,3,1.3862943611198906,2026-04-27,In stock,Биография,Medium (15-30%),False,New
50 правил Коко Шанель,Эксмо,2025,False,твердый переплет,Hardcover,4072,20.0,5090.0,1018.0,Mid (3-5k),41,99.32,5.0,1,0.6931471805599453,2026-04-27,In stock,Биография,Medium (15-30%),False,New
Becoming,Random house - penguin,2021,False,мягкая обложка,Paperback,10606,25.0,14141.0,3535.0,Luxury (8k+),106,100.06,5.0,1,0.6931471805599453,2026-05-08,Preorder,Биография,Medium (15-30%),False,Classic/Old
Rammstein. Горящие сердца,Аст,2020,False,твердый переплет,Hardcover,3595,15.0,4229.0,634.0,Mid (3-5k),36,99.86,4.5,2,0.9887510598012986,2026-04-27,In stock,Биография,Low (5-15%),False,Classic/Old
Жизнь гейши. Мемуары самой известной гейши,Бомбора,2023,False,твердый переплет,Hardcover,4603,20.0,5754.0,1151.0,Mid (3-5k),46,100.07,4.8,10,2.3019794618864355,2026-04-27,In stock,Биография,Medium (15-30%),False,Classic/Old
За рулем империи Фиат. История и тайны самой могущественной династии Италии,Бомбора,2025,False,твердый переплет,Hardcover,4452,20.0,5565.0,1113.0,Mid (3-5k),45,98.93,,0,,2026-04-27,In stock,Биография,Medium (15-30%),False,New
